mapId,Y,X,value
62,4,2,16
62,4,3,1
62,4,4,1
62,4,5,55
62,4,6,40
62,4,7,1
62,5,2,16
62,5,3,1
62,5,4,1
62,5,5,18
62,5,6,54
62,5,7,47
67,3,1,0
67,3,2,0
67,3,3,23
67,3,4,23
67,3,5,62
67,3,6,62
67,3,7,62
67,4,1,0
67,4,2,0
67,4,3,26
67,4,4,17
67,4,5,17
67,4,6,17
67,4,7,17
67,5,1,0
67,5,2,0
67,5,3,80
67,5,5,17
67,5,6,17
67,5,7,80
69,3,2,16
69,3,3,30
69,3,4,30
69,3,5,1
69,3,6,55
69,3,7,1
69,4,2,16
69,4,3,1
69,4,4,1
69,4,5,55
69,4,6,40
69,4,7,1
69,5,2,16
69,5,3,1
69,5,4,1
69,5,5,18
69,5,6,54
69,5,7,47
88,2,1,47
88,2,2,47
88,2,3,16
88,2,4,8
88,2,5,10
88,2,6,16
88,2,7,16
88,3,1,47
88,3,2,47
88,3,3,48
88,3,4,40
88,3,5,42
88,3,6,54
88,3,7,54
88,4,1,47
88,4,2,47
88,4,3,31
88,4,5,15
88,4,6,31
88,4,7,31
91,3,1,0
91,3,2,0
91,3,3,23
91,3,4,23
91,3,5,62
91,3,6,62
91,3,7,62
91,4,1,0
91,4,2,0
91,4,3,26
91,4,4,17
91,4,5,17
91,4,6,17
91,4,7,17
91,5,1,0
91,5,2,0
91,5,3,80
91,5,5,17
91,5,6,17
91,5,7,80
94,1,1,92
94,1,2,92
94,1,3,92
94,1,4,92
94,1,5,92
94,1,25,92
94,1,26,92
94,1,27,92
94,2,1,92
94,2,2,92
94,2,3,1
94,2,25,10
94,2,26,10
94,2,27,10
94,10,25,20
94,10,26,20
94,10,27,20
94,11,25,20
94,11,26,20
94,11,27,20
94,12,25,20
94,12,26,20
94,12,27,20
100,6,1,1
100,6,2,1
100,6,3,29
100,6,4,29
100,6,5,29
100,6,6,29
100,6,7,29
100,6,8,29
100,6,9,29
100,6,10,29
100,6,11,29
100,6,12,29
100,6,13,29
100,7,1,1
100,7,2,1
100,7,3,29
100,7,4,29
100,7,5,25
100,7,6,44
100,7,7,29
100,7,8,29
100,7,9,25
100,7,10,44
100,7,11,29
100,7,12,29
100,7,13,25
100,8,1,1
100,8,2,1
100,8,3,29
100,8,4,29
100,8,5,25
100,8,7,29
100,8,8,29
100,8,9,25
100,8,11,29
100,8,12,29
100,8,13,25
100,14,1,1
100,14,2,1
100,14,3,29
100,14,4,29
100,14,5,29
100,14,6,29
100,14,7,29
100,14,8,29
100,14,9,29
100,14,10,29
100,14,11,29
100,14,12,29
100,14,13,29
100,15,1,1
100,15,2,1
100,15,3,29
100,15,4,29
100,15,5,29
100,15,6,29
100,15,7,29
100,15,8,29
100,15,9,29
100,15,10,29
100,15,11,29
100,15,12,29
100,15,13,29
100,16,1,1
100,16,2,1
100,16,3,44
100,16,4,65
100,16,5,44
100,16,6,53
100,16,7,44
100,16,8,65
100,16,9,44
100,16,10,53
100,16,11,44
100,16,12,65
100,16,13,44
123,4,9,32
123,4,10,54
123,4,11,32
123,4,12,32
123,4,13,32
123,4,14,32
123,4,15,32
123,4,16,32
123,4,17,32
123,4,18,32
123,4,19,32
123,5,9,32
123,5,10,54
123,5,11,32
123,5,12,32
123,5,13,58
123,5,14,60
123,5,15,58
123,5,16,60
123,5,17,32
123,5,18,32
123,5,19,58
123,6,9,21
123,6,10,21
123,6,11,32
123,6,12,32
123,6,13,80
123,6,15,80
123,6,17,32
123,6,18,32
123,6,19,80
124,7,15,54
124,7,16,32
124,7,17,32
124,7,18,32
124,7,19,32
124,8,15,54
124,8,16,32
124,8,17,32
124,8,18,32
124,8,19,58
125,4,1,16
125,4,2,16
125,4,3,32
125,4,4,32
125,4,5,32
125,4,6,32
125,4,7,32
125,4,8,32
125,4,9,32
125,4,10,32
125,4,11,32
125,4,12,32
125,4,13,32
125,4,14,32
125,4,15,32
125,4,16,32
125,4,17,32
125,4,18,32
125,4,19,32
125,5,1,16
125,5,2,16
125,5,3,32
125,5,4,32
125,5,5,58
125,5,6,60
125,5,7,58
125,5,8,60
125,5,9,58
125,5,10,60
125,5,11,58
125,5,12,60
125,5,13,32
125,5,14,32
125,5,15,58
125,5,16,60
125,5,17,58
125,5,18,60
125,5,19,58
125,6,1,16
125,6,2,16
125,6,3,32
125,6,4,32
125,6,5,80
125,6,7,80
125,6,9,80
125,6,11,80
125,6,13,32
125,6,14,32
125,6,15,80
125,6,17,80
128,1,1,16
128,1,2,16
128,1,3,16
128,1,4,16
128,1,5,16
128,1,6,16
128,1,7,16
129,1,1,16
129,1,2,16
129,1,3,16
129,1,4,16
129,1,5,16
129,1,6,16
129,1,7,16
130,1,1,16
130,1,2,16
130,1,3,16
130,1,4,16
130,1,5,16
130,1,6,16
130,1,7,16
134,4,1,15
134,4,2,15
134,4,3,43
134,4,4,3
134,4,5,46
134,4,6,46
134,5,1,15
134,5,2,15
134,5,3,43
134,5,4,3
134,5,5,46
134,5,6,43
134,5,7,43
134,5,8,43
134,5,9,43
134,6,1,15
134,6,2,15
134,6,3,43
134,6,4,3
134,6,7,43
134,6,8,3
134,6,9,43
134,7,7,43
134,7,8,3
134,7,9,43
134,9,4,3
134,9,5,46
135,5,1,16
135,5,2,16
135,5,3,16
135,5,4,16
135,5,5,16
135,5,6,16
135,5,7,16
135,5,8,16
135,5,9,16
135,5,10,16
135,6,1,16
135,6,2,16
135,6,3,58
135,6,4,60
135,6,5,58
135,6,6,60
135,6,7,58
135,6,8,60
135,6,9,58
135,6,10,60
135,7,1,16
135,7,2,16
135,7,3,80
135,7,5,80
135,7,7,80
136,4,9,32
136,4,10,54
136,4,11,32
136,4,12,32
136,4,13,32
136,4,14,32
136,4,15,32
136,4,16,32
136,4,17,32
136,4,18,32
136,4,19,32
136,5,9,32
136,5,10,54
136,5,11,32
136,5,12,32
136,5,13,58
136,5,14,60
136,5,15,58
136,5,16,60
136,5,17,32
136,5,18,32
136,5,19,58
136,6,9,21
136,6,10,21
136,6,11,32
136,6,12,32
136,6,13,80
136,6,15,80
136,6,17,32
136,6,18,32
136,6,19,80
139,1,1,16
139,1,2,16
139,1,3,16
139,1,4,16
139,1,5,16
139,1,6,16
139,1,7,16
150,3,1,0
150,3,2,0
150,3,3,23
150,3,4,23
150,3,5,62
150,3,6,62
150,3,7,62
150,4,1,0
150,4,2,0
150,4,3,26
150,4,4,17
150,4,5,17
150,4,6,17
150,4,7,17
150,5,1,0
150,5,2,0
150,5,3,80
150,5,5,17
150,5,6,17
150,5,7,80
152,3,1,0
152,3,2,0
152,3,3,23
152,3,4,23
152,3,5,62
152,3,6,62
152,3,7,62
152,4,1,0
152,4,2,0
152,4,3,26
152,4,4,17
152,4,5,17
152,4,6,17
152,4,7,17
152,5,1,0
152,5,2,0
152,5,3,80
152,5,5,17
152,5,6,17
152,5,7,80
155,2,1,54
155,2,2,54
155,2,3,34
155,2,4,34
155,3,1,54
155,3,2,54
155,3,3,38
155,3,4,38
155,4,1,54
155,4,2,54
158,2,4,40
158,2,5,40
158,2,6,40
158,2,7,34
158,2,8,34
158,2,9,34
158,2,10,32
158,2,11,34
158,2,12,34
158,2,13,34
158,3,4,40
158,3,5,40
158,3,6,40
158,3,7,38
158,3,8,38
158,3,9,38
158,3,10,38
158,3,11,38
158,3,12,38
158,3,13,30
158,4,4,38
158,4,5,38
158,4,6,38
158,4,7,38
158,4,8,80
158,4,10,81
158,4,11,38
158,4,12,38
158,4,13,80
168,3,2,54
168,3,3,62
168,3,4,38
168,3,5,38
168,3,6,38
168,3,7,38
168,4,2,54
168,4,3,38
168,4,4,38
168,4,5,38
168,4,6,30
168,4,7,38
168,5,2,54
168,5,3,38
168,5,4,38
168,5,5,38
168,5,6,80
170,4,5,12
170,4,6,12
170,4,7,38
170,5,5,12
170,5,6,12
170,5,7,38
170,6,5,18
170,6,6,20
170,6,7,38
172,3,1,0
172,3,2,0
172,3,3,23
172,3,4,23
172,3,5,62
172,3,6,62
172,3,7,62
172,4,1,0
172,4,2,0
172,4,3,26
172,4,4,17
172,4,5,17
172,4,6,17
172,4,7,17
172,5,1,0
172,5,2,0
172,5,3,80
172,5,5,17
172,5,6,17
172,5,7,80
173,3,1,0
173,3,2,0
173,3,3,23
173,3,4,23
173,3,5,62
173,3,6,62
173,3,7,62
173,4,1,0
173,4,2,0
173,4,3,26
173,4,4,17
173,4,5,17
173,4,6,17
173,4,7,17
173,5,1,0
173,5,2,0
173,5,3,80
173,5,5,17
173,5,6,17
173,5,7,80
174,3,1,0
174,3,2,0
174,3,3,62
174,3,4,62
174,4,1,0
174,4,2,0
174,4,3,26
174,4,4,17
174,5,1,0
174,5,2,0
174,8,1,0
174,8,2,0
174,8,3,25
174,8,4,25
174,8,5,17
174,8,6,17
174,9,1,0
174,9,2,0
174,9,3,26
174,9,4,17
174,9,5,17
174,9,6,17
174,10,1,0
174,10,2,0
174,10,3,80
180,3,1,0
180,3,2,0
180,3,3,23
180,3,4,23
180,3,5,62
180,3,6,62
180,3,7,62
180,4,1,0
180,4,2,0
180,4,3,26
180,4,4,17
180,4,5,17
180,4,6,17
180,4,7,17
180,5,1,0
180,5,2,0
180,5,3,80
180,5,5,17
180,5,6,17
180,5,7,80
214,16,17,54
214,16,18,54
214,16,19,54
214,16,20,54
214,16,21,1
214,16,22,1
214,16,23,1
214,16,24,1
214,16,25,54
214,16,26,54
214,16,27,1
214,16,28,19
214,16,29,1
214,17,17,54
214,17,18,54
214,17,19,54
214,17,20,54
214,17,21,1
214,17,22,1
214,17,23,1
214,17,24,1
214,17,25,54
214,17,26,54
214,17,27,1
214,17,28,1
214,17,29,1
214,18,17,65
214,18,18,17
214,18,19,17
214,18,20,17
214,18,21,80
214,26,11,1
214,26,12,1
214,26,13,1
214,26,14,43
214,26,15,1
214,26,16,1
214,26,17,65
214,27,11,1
214,27,12,1
214,27,13,1
214,27,14,43
214,27,15,1
214,27,16,1
214,27,17,65
214,28,11,1
214,28,12,1
214,28,13,1
214,28,14,43
214,28,15,80
219,1,19,0
219,1,20,0
219,1,21,0
219,1,22,0
219,1,23,0
219,1,24,0
219,1,25,0
219,1,26,0
219,1,27,0
219,1,28,0
219,1,29,0
220,1,13,0
220,1,14,0
220,1,15,0
220,1,16,0
220,1,17,0
220,1,18,0
220,1,19,0
220,23,13,32
220,23,14,48
220,23,15,48
220,23,16,48
220,23,17,48
220,23,18,48
220,23,19,48
220,24,13,32
220,24,14,32
220,24,15,32
220,24,16,32
220,24,17,49
220,24,18,48
220,24,19,57
220,25,13,32
220,25,14,32
220,25,15,32
220,25,16,48
220,25,17,48
220,25,18,48
220,25,19,48
